ID_inventario;ID_producto;Stock_kg;Ubicacion
5077;228;6364;Puerto
5078;199;5803;Bodega Norte
5079;286;4776;Bodega Norte
5080;147;4448;Bodega Norte
5081;99;9147;Bodega Norte
5082;299;4166;Bodega Sur
5083;238;5241;Bodega Norte
5084;211;3632;Bodega Norte
5085;363;774;Bodega Sur
5086;18;4864;Puerto
5087;4;6798;Bodega Norte
5088;213;9018;Bodega Norte
5089;402;7033;Puerto
5090;73;3604;Bodega Sur
5091;449;1166;Bodega Norte
5092;471;4987;Bodega Sur
5093;456;4041;Bodega Sur
5094;353;1663;Puerto
5095;160;2393;Puerto
5096;148;5697;Bodega Norte
5097;232;3590;Bodega Norte
5098;353;5093;Bodega Sur
5099;313;282;Bodega Norte
5100;202;1486;Bodega Sur
5101;86;9133;Bodega Norte
5102;316;539;Bodega Norte
5103;75;5832;Bodega Norte
5104;409;5551;Puerto
5105;209;5618;Bodega Sur
5106;373;4022;Bodega Norte
5107;157;6642;Bodega Sur
5108;275;7375;Bodega Norte
5109;104;9022;Puerto
5110;16;5711;Puerto
5111;107;6267;Bodega Norte
5112;342;7762;Bodega Norte
5113;247;2068;Bodega Sur
5114;24;929;Puerto
5115;311;9782;Puerto
5116;376;5093;Puerto
5117;343;540;Puerto
5118;294;7510;Bodega Sur
5119;295;752;Bodega Norte
5120;293;6136;Puerto
5121;117;3038;Bodega Norte
5122;248;8743;Bodega Norte
5123;393;4371;Bodega Norte
5124;287;3786;Puerto
5125;415;1753;Bodega Sur
5126;187;9499;Puerto
5127;4;2178;Puerto
5128;25;5862;Bodega Sur
5129;288;9989;Bodega Sur
5130;423;1070;Bodega Sur
5131;473;6362;Puerto
5132;439;5319;Bodega Norte
5133;413;2669;Bodega Sur
5134;173;161;Bodega Norte
5135;358;8352;Puerto
5136;430;6398;Puerto
5137;276;6111;Puerto
5138;320;6357;Bodega Sur
5139;348;9478;Puerto
5140;377;9412;Bodega Sur
5141;324;719;Bodega Norte
5142;390;3503;Bodega Norte
5143;417;94;Bodega Norte
5144;246;9282;Bodega Norte
5145;84;38;Bodega Sur
5146;180;5843;Bodega Norte
5147;230;5254;Puerto
5148;470;4998;Bodega Norte
5149;127;6467;Bodega Norte
5150;267;1426;Bodega Norte
5151;486;1611;Puerto
5152;376;6886;Bodega Norte
5153;96;6350;Bodega Norte
5154;115;9407;Puerto
5155;224;7445;Bodega Norte
5156;9;2550;Puerto
5157;140;9589;Bodega Sur
5158;215;9669;Bodega Norte
5159;62;5721;Puerto
5160;87;7509;Bodega Norte
5161;106;4626;Bodega Sur
5162;266;9787;Puerto
5163;284;7146;Bodega Norte
5164;1;3813;Bodega Sur
5165;218;4779;Puerto
5166;211;2400;Puerto
5167;201;6713;Bodega Norte
5168;405;4961;Puerto
5169;161;6292;Bodega Sur
5170;9;6043;Bodega Sur
5171;264;8815;Bodega Sur
5172;48;8176;Bodega Norte
5173;437;9205;Bodega Sur
5174;148;9367;Puerto
5175;303;7452;Puerto
5176;382;8947;Puerto
5177;55;1130;Bodega Norte
5178;229;8660;Bodega Norte
5179;392;3825;Puerto
5180;458;3954;Bodega Sur
5181;57;2578;Bodega Sur
5182;118;614;Puerto
5183;188;2273;Puerto
5184;308;1692;Puerto
5185;101;1632;Bodega Sur
5186;340;7717;Puerto
5187;439;3434;Bodega Norte
5188;59;4839;Bodega Norte
5189;323;5663;Puerto
5190;356;9937;Bodega Norte
5191;333;2161;Bodega Sur
5192;128;8240;Puerto
5193;122;5189;Puerto
5194;490;6789;Puerto
5195;195;2782;Puerto
5196;310;9677;Bodega Norte
5197;393;1847;Bodega Norte
5198;104;4919;Puerto
5199;130;6154;Bodega Norte
5200;205;8031;Bodega Norte
5201;80;9175;Bodega Sur
5202;225;1472;Puerto
5203;402;1036;Bodega Sur
5204;260;4804;Puerto
5205;163;75;Puerto
5206;61;6157;Bodega Norte
5207;426;912;Puerto
5208;320;366;Puerto
5209;183;145;Bodega Norte
5210;55;2552;Puerto
5211;443;1199;Bodega Sur
5212;445;1864;Bodega Norte
5213;105;4008;Bodega Norte
5214;251;9506;Bodega Norte
5215;404;9650;Puerto
5216;69;9849;Bodega Norte
5217;465;3008;Bodega Norte
5218;499;2867;Bodega Sur
5219;320;9645;Bodega Sur
5220;48;1015;Bodega Sur
5221;293;4496;Bodega Norte
5222;339;8773;Bodega Sur
5223;452;4671;Bodega Sur
5224;200;3131;Bodega Sur
5225;167;368;Puerto
5226;61;9971;Bodega Norte
5227;239;7739;Puerto
5228;88;5200;Bodega Norte
5229;215;6505;Bodega Sur
5230;489;5180;Puerto
5231;451;611;Bodega Norte
5232;82;5627;Bodega Norte
5233;246;8182;Bodega Norte
5234;277;1406;Bodega Sur
5235;36;6898;Puerto
5236;485;4697;Bodega Norte
5237;322;2670;Bodega Sur
5238;214;3688;Puerto
5239;237;8069;Bodega Norte
5240;268;4588;Puerto
5241;279;6838;Puerto
5242;98;65;Puerto
5243;81;366;Bodega Norte
5244;460;3670;Bodega Norte
5245;308;1054;Bodega Sur
5246;262;2048;Puerto
5247;147;4828;Puerto
5248;475;5283;Puerto
5249;346;1500;Bodega Norte
5250;445;9164;Bodega Norte
5251;404;9299;Bodega Norte
5252;438;9741;Puerto
5253;74;9701;Bodega Norte
5254;224;4689;Bodega Sur
5255;496;6151;Bodega Sur
5256;309;8178;Bodega Norte
5257;240;8391;Bodega Norte
5258;348;2940;Bodega Sur
5259;104;1682;Bodega Sur
5260;287;7331;Bodega Norte
5261;370;5912;Bodega Sur
5262;319;1844;Bodega Sur
5263;223;3039;Bodega Norte
5264;380;4106;Bodega Norte
5265;292;3307;Puerto
5266;438;2169;Puerto
5267;41;8148;Puerto
5268;186;6685;Bodega Norte
5269;6;5448;Puerto
5270;472;8591;Bodega Norte
5271;234;1475;Puerto
5272;221;2196;Puerto
5273;350;5536;Bodega Norte
5274;426;3977;Bodega Sur
5275;320;5158;Bodega Norte
5276;278;9836;Bodega Sur
5277;7;3210;Bodega Sur
5278;78;2987;Puerto
5279;399;4810;Bodega Sur
5280;342;7976;Puerto
5281;7;5742;Puerto
5282;393;6363;Bodega Sur
5283;257;9150;Bodega Sur
5284;102;4187;Bodega Sur
5285;387;3775;Bodega Sur
5286;398;6272;Bodega Norte
5287;326;8503;Bodega Sur
5288;486;1994;Bodega Norte
5289;486;7138;Bodega Sur
5290;250;765;Puerto
5291;270;5370;Bodega Sur
5292;355;7317;Bodega Norte
5293;423;7668;Bodega Sur
5294;6;2362;Puerto
5295;114;893;Bodega Sur
5296;219;1366;Bodega Norte
5297;437;4141;Bodega Norte
5298;263;460;Bodega Norte
5299;19;4040;Puerto
5300;73;5339;Bodega Sur
5301;260;6229;Puerto
5302;80;2121;Bodega Norte
5303;137;6179;Bodega Norte
5304;220;76;Puerto
5305;284;1615;Bodega Norte
5306;442;5181;Puerto
5307;421;1341;Bodega Norte
5308;41;284;Bodega Sur
5309;173;5006;Bodega Sur
5310;437;5845;Bodega Sur
5311;292;9100;Puerto
5312;176;7495;Bodega Norte
5313;495;2276;Bodega Norte
5314;181;2720;Puerto
5315;362;3786;Bodega Norte
5316;51;8437;Bodega Sur
5317;397;8836;Bodega Norte
5318;106;436;Bodega Norte
5319;306;9368;Bodega Norte
5320;204;597;Bodega Norte
5321;307;1209;Bodega Norte
5322;370;3234;Puerto
5323;55;9599;Bodega Norte
5324;410;9912;Puerto
5325;207;9171;Bodega Norte
5326;10;7296;Bodega Norte
5327;224;2603;Puerto
5328;210;2739;Bodega Norte
5329;379;8645;Bodega Norte
5330;161;6571;Bodega Norte
5331;139;9649;Bodega Norte
5332;145;7310;Bodega Sur
5333;136;8891;Bodega Norte
5334;343;7894;Puerto
5335;92;8751;Puerto
5336;94;8833;Bodega Sur
5337;306;9440;Puerto
5338;134;437;Puerto
5339;229;249;Bodega Sur
5340;181;6239;Puerto
5341;273;5444;Bodega Norte
5342;470;3973;Bodega Norte
5343;171;7422;Bodega Sur
5344;300;4082;Bodega Norte
5345;483;5973;Bodega Norte
5346;321;1000;Bodega Sur
5347;371;2792;Bodega Sur
5348;54;8007;Bodega Norte
5349;492;9334;Bodega Norte
5350;211;6787;Bodega Sur
5351;210;1724;Bodega Sur
5352;441;3799;Bodega Norte
5353;30;1477;Bodega Norte
5354;346;2454;Puerto
5355;157;4196;Bodega Norte
5356;354;519;Bodega Norte
5357;237;7582;Bodega Sur
5358;316;8371;Puerto
5359;288;797;Bodega Sur
5360;186;3230;Bodega Norte
5361;80;196;Puerto
5362;312;64;Puerto
5363;113;4578;Puerto
5364;387;4723;Puerto
5365;254;5727;Puerto
5366;315;5259;Bodega Sur
5367;115;2900;Puerto
5368;130;164;Puerto
5369;365;7619;Puerto
5370;418;9962;Bodega Sur
5371;192;5571;Bodega Norte
5372;284;4620;Bodega Norte
5373;454;119;Puerto
5374;322;9246;Bodega Sur
5375;13;4884;Bodega Sur
5376;186;1240;Puerto
5377;67;2113;Bodega Sur
5378;234;6104;Bodega Sur
5379;302;6619;Puerto
5380;4;1568;Bodega Sur
5381;308;605;Puerto
5382;444;1250;Bodega Norte
5383;313;932;Puerto
5384;112;4384;Puerto
5385;229;4129;Bodega Norte
5386;472;2180;Puerto
5387;255;4282;Bodega Norte
5388;311;7633;Bodega Sur
5389;100;6023;Bodega Sur
5390;457;5754;Puerto
5391;470;9127;Bodega Norte
5392;246;4447;Puerto
5393;23;5670;Bodega Sur
5394;10;8076;Puerto
5395;144;9527;Puerto
5396;238;1060;Puerto
5397;102;2106;Bodega Norte
5398;235;964;Bodega Sur
5399;175;8126;Puerto
5400;247;5890;Bodega Sur
5401;129;1425;Bodega Norte
5402;382;7737;Puerto
5403;478;3881;Bodega Norte
5404;87;8678;Bodega Sur
5405;246;124;Puerto
5406;489;4823;Bodega Sur
5407;74;970;Puerto
5408;12;409;Bodega Norte
5409;235;164;Bodega Sur
5410;4;5471;Bodega Sur
5411;183;4730;Bodega Norte
5412;412;3034;Bodega Sur
5413;475;4288;Bodega Norte
5414;37;8976;Bodega Norte
5415;372;6725;Bodega Sur
5416;348;875;Bodega Norte
5417;337;7666;Puerto
5418;22;2709;Bodega Sur
5419;32;3275;Bodega Norte
5420;469;6859;Bodega Norte
5421;299;254;Puerto
5422;129;6424;Bodega Sur
5423;388;5555;Bodega Norte
5424;233;4060;Bodega Sur
5425;251;5106;Bodega Norte
5426;485;8564;Bodega Norte
5427;146;4947;Puerto
5428;349;5399;Puerto
5429;384;5784;Bodega Norte
5430;251;6644;Bodega Norte
5431;485;7025;Bodega Norte
5432;494;9067;Puerto
5433;116;4769;Puerto
5434;496;9110;Puerto
5435;251;7078;Puerto
5436;193;4060;Puerto
5437;292;466;Bodega Sur
5438;38;1072;Puerto
5439;173;5152;Bodega Norte
5440;420;540;Bodega Sur
5441;201;8362;Bodega Sur
5442;189;8557;Bodega Norte
5443;269;729;Puerto
5444;447;6723;Bodega Sur
5445;406;2801;Bodega Norte
5446;362;4381;Bodega Sur
5447;299;4789;Bodega Norte
5448;256;9668;Puerto
5449;122;3241;Bodega Sur
5450;285;5842;Bodega Sur
5451;460;9913;Bodega Norte
5452;347;8386;Bodega Norte
5453;478;3839;Bodega Sur
5454;70;7939;Bodega Sur
5455;451;2235;Puerto
5456;331;8224;Puerto
5457;14;590;Bodega Norte
5458;102;4181;Bodega Sur
5459;111;6364;Bodega Sur
5460;252;2058;Bodega Sur
5461;297;5199;Puerto
5462;66;482;Bodega Norte
5463;421;2658;Bodega Norte
5464;164;1795;Puerto
5465;65;6773;Bodega Sur
5466;112;844;Puerto
5467;407;2593;Bodega Sur
5468;308;9216;Bodega Sur
5469;488;5057;Bodega Norte
5470;461;7104;Bodega Norte
5471;23;848;Bodega Sur
5472;119;9732;Bodega Norte
5473;138;6471;Bodega Sur
5474;462;7052;Bodega Norte
5475;473;5666;Puerto
5476;78;7647;Puerto
5477;203;6391;Puerto
5478;494;9433;Bodega Sur
5479;404;8281;Bodega Norte
5480;269;1556;Bodega Norte
5481;215;4757;Puerto
5482;191;5213;Bodega Sur
5483;198;7540;Bodega Norte
5484;299;1248;Puerto
5485;171;1163;Puerto
5486;4;543;Puerto
5487;150;5729;Bodega Norte
5488;179;1908;Puerto
5489;337;320;Puerto
5490;278;6250;Puerto
5491;390;7427;Bodega Norte
5492;200;1026;Bodega Sur
5493;262;9340;Bodega Norte
5494;220;7219;Puerto
5495;305;5921;Bodega Sur
5496;124;2728;Bodega Norte
5497;135;7349;Bodega Sur
5498;73;6558;Bodega Sur
5499;162;9436;Bodega Norte
5500;237;520;Puerto
5501;374;1600;Bodega Sur
5502;403;4751;Puerto
5503;431;3951;Bodega Norte
5504;468;726;Bodega Norte
5505;491;9653;Puerto
5506;329;5882;Bodega Sur
5507;406;2499;Bodega Sur
5508;58;1457;Bodega Sur
5509;29;3318;Bodega Sur
5510;178;306;Bodega Sur
5511;380;2140;Bodega Norte
5512;207;4239;Bodega Sur
5513;440;2897;Puerto
5514;481;5984;Puerto
5515;290;4789;Bodega Norte
5516;475;6777;Bodega Norte
5517;320;2738;Puerto
5518;189;9423;Puerto
5519;226;7737;Puerto
5520;124;3671;Puerto
5521;108;83;Puerto
5522;125;8088;Bodega Sur
5523;342;5794;Bodega Norte
5524;208;8857;Bodega Norte
5525;73;3783;Puerto
5526;500;3446;Puerto
5527;308;9815;Puerto
5528;321;3871;Bodega Sur
5529;63;6103;Bodega Norte
5530;440;9966;Puerto
5531;303;6523;Bodega Sur
5532;89;1605;Bodega Sur
5533;375;8992;Puerto
5534;106;6378;Bodega Norte
5535;46;5064;Bodega Norte
5536;315;423;Puerto
5537;479;9007;Bodega Norte
5538;147;8413;Puerto
5539;153;8457;Puerto
5540;94;1039;Bodega Sur
5541;94;347;Bodega Sur
5542;3;5577;Bodega Sur
5543;67;2302;Puerto
5544;461;6751;Bodega Norte
5545;31;2038;Bodega Sur
5546;122;3575;Bodega Sur
5547;424;86;Bodega Sur
5548;97;3202;Bodega Norte
5549;408;9174;Bodega Norte
5550;217;5440;Bodega Norte
5551;85;3513;Bodega Sur
5552;126;7234;Bodega Norte
5553;83;5682;Bodega Sur
5554;261;78;Bodega Sur
5555;314;5563;Bodega Norte
5556;7;3862;Bodega Norte
5557;138;3048;Bodega Norte
5558;465;8851;Puerto
5559;91;7100;Bodega Norte
5560;105;3675;Bodega Sur
5561;10;6954;Bodega Sur
5562;225;7928;Bodega Sur
5563;465;7130;Bodega Norte
5564;263;1639;Bodega Sur
5565;350;6233;Puerto
5566;236;3059;Bodega Norte
5567;39;1535;Bodega Sur
5568;276;7308;Bodega Sur
5569;263;3324;Bodega Sur
5570;361;2959;Bodega Sur
5571;409;844;Bodega Sur
5572;175;6924;Bodega Norte
5573;379;8102;Puerto
5574;489;7019;Puerto
5575;280;323;Bodega Norte
5576;472;774;Bodega Sur
5577;405;4742;Puerto
5578;105;3079;Puerto
5579;448;9384;Bodega Sur
5580;168;5320;Bodega Sur
5581;307;1723;Bodega Sur
5582;499;3585;Bodega Sur
5583;11;2000;Bodega Norte
5584;182;8369;Puerto
5585;184;8625;Bodega Norte
5586;255;2303;Puerto
5587;129;1876;Puerto
5588;85;8117;Bodega Norte
5589;19;3388;Bodega Sur
5590;216;127;Puerto
5591;123;8617;Bodega Norte
5592;84;4450;Puerto
5593;111;4213;Bodega Sur
5594;400;4078;Bodega Sur
5595;301;284;Bodega Sur
5596;239;9888;Bodega Norte
5597;19;2469;Bodega Sur
5598;466;4008;Puerto
5599;119;6085;Puerto
5600;386;4228;Bodega Sur
5601;41;5504;Puerto
5602;433;772;Puerto
5603;118;6646;Puerto
5604;470;2807;Puerto
5605;306;1273;Bodega Sur
5606;219;5378;Bodega Norte
5607;396;5845;Bodega Sur
5608;131;3097;Puerto
5609;24;7536;Bodega Norte
5610;93;4968;Puerto
5611;141;4232;Puerto
5612;119;140;Puerto
5613;429;7757;Puerto
5614;369;4155;Puerto
5615;314;5789;Puerto
5616;328;8502;Bodega Sur
5617;117;4318;Bodega Norte
5618;281;6550;Puerto
5619;274;2875;Bodega Sur
5620;284;9920;Bodega Sur
5621;382;3932;Bodega Norte
5622;5;7052;Puerto
5623;159;7728;Bodega Sur
5624;407;8070;Bodega Sur
5625;493;9683;Bodega Sur
5626;87;3257;Bodega Sur
5627;408;7530;Bodega Norte
5628;126;8571;Bodega Sur
5629;132;4220;Bodega Norte
5630;414;4587;Bodega Norte
5631;191;4370;Bodega Sur
5632;44;6535;Bodega Sur
5633;132;6463;Bodega Sur
5634;417;1476;Bodega Norte
5635;354;73;Puerto
5636;158;2000;Bodega Sur
5637;166;4271;Puerto
5638;431;9316;Puerto
5639;205;5267;Bodega Norte
5640;131;5552;Bodega Sur
5641;466;9087;Puerto
5642;18;4208;Bodega Sur
5643;66;7676;Bodega Sur
5644;29;2267;Puerto
5645;32;7242;Bodega Norte
5646;50;9699;Bodega Norte
5647;16;8891;Puerto
5648;450;6401;Puerto
5649;207;2449;Bodega Sur
5650;450;1988;Bodega Norte
5651;327;4793;Puerto
5652;123;9919;Bodega Sur
5653;479;4568;Puerto
5654;294;9435;Puerto
5655;296;8924;Bodega Sur
5656;444;6462;Puerto
5657;46;8451;Bodega Sur
5658;294;9925;Bodega Norte
5659;312;3984;Bodega Norte
5660;398;5002;Bodega Sur
5661;12;4041;Bodega Sur
5662;377;7184;Bodega Norte
5663;256;7863;Bodega Sur
5664;273;4988;Bodega Norte
5665;287;8894;Bodega Sur
5666;318;7714;Bodega Sur
5667;492;110;Puerto
5668;13;8929;Bodega Sur
5669;470;3109;Bodega Norte
5670;377;3432;Bodega Sur
5671;63;3127;Puerto
5672;5;6430;Bodega Sur
5673;343;1554;Bodega Norte
5674;217;1416;Bodega Norte
5675;208;3322;Bodega Norte
5676;267;6744;Bodega Sur
5677;166;3805;Puerto
5678;453;3828;Puerto
5679;500;7790;Puerto
5680;133;2356;Bodega Norte
5681;216;1182;Bodega Sur
5682;342;4863;Bodega Sur
5683;483;8612;Bodega Norte
5684;297;8349;Puerto
5685;458;6263;Bodega Norte
5686;398;3850;Bodega Norte
5687;479;1807;Puerto
5688;82;1184;Bodega Sur
5689;144;4149;Puerto
5690;475;7501;Puerto
5691;290;3200;Bodega Sur
5692;165;3260;Bodega Sur
5693;412;7799;Puerto
5694;69;145;Bodega Norte
5695;73;2750;Puerto
5696;106;1246;Bodega Sur
5697;155;6211;Bodega Norte
5698;142;938;Bodega Norte
5699;119;8350;Puerto
5700;153;7672;Bodega Norte
5701;491;7290;Bodega Norte
5702;331;9412;Puerto
5703;313;3235;Bodega Norte
5704;284;2527;Bodega Norte
5705;234;6552;Puerto
5706;138;5943;Puerto
5707;433;4600;Puerto
5708;108;8677;Bodega Norte
5709;226;3827;Bodega Sur
5710;105;1680;Bodega Norte
5711;226;6049;Bodega Norte
5712;460;7845;Bodega Norte
5713;87;2804;Puerto
5714;425;5109;Bodega Sur
5715;189;4474;Bodega Norte
5716;227;8280;Bodega Sur
5717;103;4714;Bodega Sur
5718;446;7922;Puerto
5719;291;5510;Bodega Sur
5720;199;5815;Puerto
5721;80;4003;Puerto
5722;167;6134;Puerto
5723;448;6817;Bodega Sur
5724;443;5122;Bodega Sur
5725;247;4590;Bodega Norte
5726;278;4942;Bodega Sur
5727;51;7596;Bodega Sur
5728;332;3379;Bodega Norte
5729;231;8834;Bodega Norte
5730;254;8595;Puerto
5731;83;9136;Bodega Sur
5732;257;2134;Bodega Sur
5733;186;9183;Puerto
5734;340;5781;Puerto
5735;224;833;Bodega Sur
5736;451;1432;Bodega Sur
5737;274;1400;Bodega Sur
5738;50;2250;Puerto
5739;460;1709;Puerto
5740;397;568;Bodega Norte
5741;80;5516;Bodega Norte
5742;286;9312;Bodega Norte
5743;194;5870;Bodega Norte
5744;344;8482;Puerto
5745;128;8141;Bodega Sur
5746;23;4899;Bodega Norte
5747;350;5943;Puerto
5748;78;2147;Bodega Sur
5749;59;4189;Bodega Sur
5750;369;9391;Puerto
5751;88;6632;Bodega Norte
5752;352;2604;Puerto
5753;407;29;Bodega Sur
5754;302;4801;Bodega Norte
5755;45;5675;Puerto
5756;484;7317;Bodega Sur
5757;10;9598;Puerto
5758;102;5096;Bodega Sur
5759;242;2787;Bodega Norte
5760;329;8863;Bodega Norte
5761;340;2423;Bodega Norte
5762;265;4828;Bodega Norte
5763;312;2897;Bodega Norte
5764;455;9256;Bodega Norte
5765;4;2887;Bodega Norte
5766;9;144;Bodega Norte
5767;218;3984;Puerto
5768;368;4867;Bodega Norte
5769;138;4525;Puerto
5770;61;7813;Bodega Norte
5771;239;6067;Bodega Norte
5772;58;4195;Bodega Sur
5773;232;4002;Bodega Norte
5774;476;2627;Bodega Sur
5775;244;8747;Bodega Norte
5776;180;3368;Bodega Norte
5777;195;3220;Puerto
5778;11;822;Bodega Norte
5779;292;7924;Puerto
5780;37;400;Bodega Norte
5781;122;125;Puerto
5782;18;6004;Puerto
5783;176;2451;Bodega Norte
5784;205;843;Puerto
5785;212;8585;Puerto
5786;447;243;Puerto
5787;312;9799;Puerto
5788;193;762;Puerto
5789;53;7174;Puerto
5790;93;1660;Bodega Sur
5791;433;6446;Bodega Sur
5792;477;4575;Bodega Norte
5793;347;9955;Bodega Norte
5794;178;9586;Puerto
5795;238;262;Bodega Sur
5796;312;8182;Puerto
5797;185;8433;Bodega Sur
5798;207;9842;Bodega Sur
5799;33;1622;Bodega Norte
5800;312;5347;Bodega Sur
5801;255;3979;Puerto
5802;470;1449;Bodega Sur
5803;282;4391;Bodega Sur
5804;192;5171;Bodega Sur
5805;488;7690;Bodega Sur
5806;179;666;Bodega Sur
5807;61;1123;Puerto
5808;87;6499;Bodega Norte
5809;15;1973;Bodega Sur
5810;397;3375;Bodega Norte
5811;99;800;Bodega Norte
5812;447;1360;Bodega Norte
5813;484;3633;Puerto
5814;397;5488;Bodega Sur
5815;477;5645;Puerto
5816;45;6068;Puerto
5817;164;6270;Bodega Sur
5818;47;2512;Bodega Sur
5819;153;8891;Bodega Sur
5820;476;1015;Puerto
5821;144;1972;Bodega Norte
5822;289;4872;Bodega Norte
5823;104;8405;Bodega Norte
5824;399;6457;Bodega Norte
5825;340;5325;Bodega Norte
5826;154;7629;Bodega Sur
5827;189;5919;Bodega Sur
5828;494;5930;Bodega Sur
5829;480;9692;Bodega Sur
5830;371;3506;Bodega Norte
5831;350;3067;Bodega Norte
5832;95;3862;Bodega Norte
5833;293;1070;Bodega Norte
5834;441;6282;Puerto
5835;130;2351;Puerto
5836;160;9941;Bodega Sur
5837;398;3226;Bodega Norte
5838;441;106;Bodega Sur
5839;15;9359;Bodega Norte
5840;22;7705;Bodega Sur
5841;438;1461;Puerto
5842;323;1335;Bodega Norte
5843;206;5811;Puerto
5844;243;2784;Bodega Norte
5845;211;5293;Bodega Sur
5846;99;2142;Puerto
5847;309;7952;Bodega Sur
5848;206;6234;Bodega Norte
5849;270;2937;Bodega Norte
5850;81;1101;Puerto
5851;407;2361;Bodega Norte
5852;335;9521;Bodega Sur
5853;18;2613;Bodega Norte
5854;369;1492;Bodega Norte
5855;118;5392;Bodega Sur
5856;202;1830;Bodega Sur
5857;236;2395;Puerto
5858;186;5427;Bodega Norte
5859;367;4705;Bodega Norte
5860;266;6040;Puerto
5861;17;9098;Puerto
5862;273;3491;Bodega Sur
5863;34;8441;Bodega Sur
5864;45;5363;Bodega Sur
5865;189;1310;Puerto
5866;30;1136;Bodega Sur
5867;157;8031;Bodega Norte
5868;15;1917;Bodega Norte
5869;252;7532;Bodega Norte
5870;302;7613;Bodega Sur
5871;231;1608;Bodega Norte
5872;368;1553;Bodega Norte
5873;343;9425;Bodega Sur
5874;192;5413;Puerto
5875;22;6468;Bodega Norte
5876;306;1760;Bodega Norte
5877;7;4395;Puerto
5878;288;6809;Bodega Sur
5879;134;5833;Puerto
5880;7;7993;Bodega Sur
5881;390;7035;Puerto
5882;56;4818;Puerto
5883;302;122;Bodega Sur
5884;207;9365;Bodega Sur
5885;195;7094;Bodega Sur
5886;211;7346;Puerto
5887;14;781;Puerto
5888;85;3910;Puerto
5889;233;7689;Puerto
5890;420;3304;Bodega Sur
5891;132;5572;Puerto
5892;41;8311;Puerto
5893;108;1179;Bodega Sur
5894;209;3559;Puerto
5895;190;9907;Puerto
5896;98;8848;Bodega Norte
5897;245;5578;Bodega Sur
5898;14;2172;Bodega Norte
5899;383;8328;Bodega Sur
5900;371;9384;Bodega Sur
5901;485;735;Bodega Sur
5902;98;1404;Bodega Norte
5903;107;6774;Bodega Sur
5904;30;1113;Puerto
5905;429;7452;Puerto
5906;195;4541;Bodega Sur
5907;42;5534;Bodega Norte
5908;309;1465;Puerto
5909;251;9763;Bodega Norte
5910;66;1242;Bodega Sur
5911;125;5754;Puerto
5912;137;1374;Bodega Sur
5913;484;9316;Bodega Norte
5914;16;2602;Bodega Sur
5915;210;8902;Puerto
5916;431;9466;Bodega Norte
5917;500;7603;Puerto
5918;292;1016;Bodega Sur
5919;29;5032;Bodega Sur
5920;140;4657;Bodega Sur
5921;403;7179;Puerto
5922;70;7844;Bodega Norte
5923;344;5867;Bodega Sur
5924;474;5116;Bodega Norte
5925;289;1503;Bodega Sur
5926;173;6662;Bodega Sur
5927;126;5177;Bodega Norte
5928;414;4133;Bodega Sur
5929;165;4993;Bodega Norte
5930;170;8888;Puerto
5931;314;1391;Bodega Sur
5932;311;5202;Bodega Norte
5933;24;6480;Bodega Norte
5934;107;1239;Bodega Norte
5935;116;3048;Bodega Norte
5936;48;970;Bodega Norte
5937;468;8315;Bodega Norte
5938;67;22;Bodega Sur
5939;389;8527;Puerto
5940;332;6995;Bodega Norte
5941;15;9088;Bodega Sur
5942;100;1796;Bodega Norte
5943;471;9686;Bodega Norte
5944;222;8464;Bodega Sur
5945;346;9433;Puerto
5946;273;5527;Puerto
5947;178;8161;Bodega Norte
5948;141;3976;Bodega Norte
5949;161;1410;Bodega Norte
5950;240;2693;Puerto
5951;182;2084;Puerto
5952;282;1933;Bodega Sur
5953;436;6476;Puerto
5954;184;3658;Bodega Sur
5955;243;4879;Puerto
5956;86;3068;Puerto
5957;478;5696;Puerto
5958;8;8896;Bodega Sur
5959;184;131;Bodega Norte
5960;262;9046;Puerto
5961;351;3411;Puerto
5962;305;6060;Bodega Sur
5963;224;1659;Bodega Sur
5964;257;3495;Puerto
5965;214;4858;Bodega Sur
5966;413;3356;Puerto
5967;469;785;Bodega Norte
5968;257;3236;Bodega Sur
5969;430;363;Puerto
5970;165;7327;Bodega Norte
5971;197;4094;Bodega Sur
5972;404;9063;Bodega Norte
5973;210;7344;Puerto
5974;175;1006;Bodega Sur
5975;227;8737;Bodega Norte
5976;148;2242;Bodega Sur
5977;306;7012;Bodega Sur
5978;489;3647;Bodega Norte
5979;138;9507;Bodega Norte
5980;82;9224;Bodega Norte
5981;397;9210;Bodega Norte
5982;462;8344;Puerto
5983;239;3607;Puerto
5984;224;7599;Puerto
5985;41;1856;Bodega Sur
5986;413;1124;Bodega Sur
5987;332;8053;Bodega Norte
5988;73;8830;Puerto
5989;261;5230;Puerto
5990;243;4420;Bodega Norte
5991;339;8707;Bodega Sur
5992;187;1483;Puerto
5993;2;4887;Puerto
5994;205;306;Bodega Sur
5995;89;4136;Bodega Norte
5996;145;268;Bodega Norte
5997;44;9431;Bodega Sur
5998;319;8920;Puerto
5999;214;9870;Bodega Norte
6000;498;3307;Puerto
6001;83;2375;Puerto
6002;68;3373;Puerto
6003;241;1119;Bodega Sur
6004;233;5791;Bodega Norte
6005;197;8752;Bodega Sur
6006;429;7945;Puerto
6007;120;9991;Bodega Sur
6008;42;7164;Bodega Norte
6009;470;4799;Puerto
6010;137;1095;Bodega Sur
6011;349;7902;Bodega Sur
6012;27;3673;Bodega Norte
6013;132;3976;Puerto
