ID_costo;Planta;Energía_CLP;Mano_obra_CLP;Mantención_CLP;Mes
31893;Puerto Montt;1453709;2900600;712453;6
31894;Chinquihue;3282389;2768053;683011;3
31895;Quellón;1453422;2549377;1304117;4
31896;Puerto Montt;1885841;3099627;1049476;7
31897;Calbuco;1760056;3937226;859365;6
31898;Quellón;1561504;3980213;604053;4
31899;Hornopirén;1047849;1673274;949142;11
31900;Chinquihue;1744976;3023887;929386;4
31901;Hornopirén;2022658;2724396;1546920;7
31902;Quellón;2990356;3550297;1198092;2
31903;Chinquihue;2782267;1981644;1336285;8
31904;Calbuco;2609799;885861;1170411;2
31905;Quellón;753936;3856336;1495754;1
31906;Chinquihue;2289292;1965184;1169603;12
31907;Calbuco;1478559;3372654;576923;3
31908;Puerto Montt;1765334;2971058;864721;6
31909;Hornopirén;2111251;3427841;1198948;6
31910;Calbuco;2458126;4104123;587950;10
31911;Puerto Montt;1422477;3265488;600445;5
31912;Calbuco;2595344;2112683;1402788;5
31913;Quellón;1983300;3935976;638080;3
31914;Hornopirén;2694305;2833434;1197230;8
31915;Hornopirén;1984582;4063293;1545219;4
31916;Chinquihue;2375786;2982975;1128535;6
31917;Chinquihue;1333322;2786307;942234;8
31918;Puerto Montt;2478068;2606252;1069377;10
31919;Chinquihue;1904010;2157792;1391082;3
31920;Puerto Montt;2310833;2677544;999853;12
31921;Calbuco;2435962;3225882;1315867;7
31922;Quellón;1712110;3081822;877204;9
31923;Puerto Montt;2490907;2892825;841775;8
31924;Hornopirén;3164150;2385562;1397985;9
31925;Calbuco;2493446;3490820;1043458;2
31926;Quellón;2313166;3434246;1209985;6
31927;Hornopirén;2495870;2872419;715105;5
31928;Hornopirén;1272862;2988266;1165762;6
31929;Hornopirén;2367610;3808119;1066247;3
31930;Puerto Montt;2334443;2122576;977775;4
31931;Puerto Montt;1633999;2210283;1062739;7
31932;Puerto Montt;920014;2770929;1030027;11
31933;Puerto Montt;1351603;2942504;649739;9
31934;Puerto Montt;1125012;3459041;856244;9
31935;Quellón;1462381;3723478;935455;7
31936;Hornopirén;2501359;3968418;942283;7
31937;Calbuco;2962896;2954713;396495;2
31938;Quellón;1117957;3376475;1432312;1
31939;Puerto Montt;858146;3534433;845363;7
31940;Chinquihue;1651098;3048535;355641;2
31941;Puerto Montt;577848;3228484;1222835;4
31942;Calbuco;2629404;3285497;1491805;5
31943;Quellón;2266039;3389249;1533026;9
31944;Calbuco;1740579;2795700;545738;4
31945;Quellón;1743566;2970177;1045270;9
31946;Chinquihue;1920216;2514603;944634;12
31947;Chinquihue;1772773;3619804;1330602;5
31948;Quellón;2409986;4669878;988121;12
31949;Puerto Montt;1861201;4095313;342540;11
31950;Calbuco;2115312;3129374;1101293;5
31951;Puerto Montt;2151587;2949694;1004661;11
31952;Chinquihue;2630079;3256476;955736;4
31953;Chinquihue;2822401;3688414;1105297;8
31954;Chinquihue;1999023;2641082;688770;9
31955;Calbuco;1650196;3976899;706543;6
31956;Puerto Montt;2754001;3773299;444826;5
31957;Puerto Montt;1643550;4187414;1076036;2
31958;Puerto Montt;1900212;3453234;1229053;3
31959;Hornopirén;2929455;3279095;889903;10
31960;Quellón;1691023;3259861;1011141;12
31961;Calbuco;1849778;3566796;1589074;10
31962;Puerto Montt;2901820;4228274;722926;7
31963;Puerto Montt;2464232;3088967;1439830;4
31964;Hornopirén;2122339;3477892;782278;5
31965;Calbuco;1555878;3573065;929204;7
31966;Chinquihue;2011855;3050165;1092416;9
31967;Calbuco;1926906;2676684;960238;1
31968;Calbuco;3140952;2742217;870109;12
31969;Calbuco;1686216;3250779;1366699;8
31970;Quellón;2555532;2455202;522007;9
31971;Hornopirén;1613598;3242265;857287;6
31972;Chinquihue;2379701;3176735;1405856;10
31973;Calbuco;2632975;2600296;686866;12
31974;Calbuco;2555243;3518322;651292;10
31975;Puerto Montt;1637210;3164779;543677;1
31976;Puerto Montt;2091016;3654198;1450774;4
31977;Quellón;1588899;3446448;408684;12
31978;Quellón;2397173;3391673;689357;1
31979;Hornopirén;2119557;2435862;1160184;6
31980;Puerto Montt;2010608;2463476;907742;11
31981;Calbuco;2607530;3343426;1128234;4
31982;Chinquihue;1990627;4027290;1514022;10
31983;Puerto Montt;2865021;3775910;1269549;9
31984;Hornopirén;2400361;3491356;1310334;6
31985;Hornopirén;2617209;3376131;1299222;9
31986;Puerto Montt;1460463;3185131;563012;9
31987;Chinquihue;2815018;3793322;816162;1
31988;Hornopirén;1622693;3819211;760077;7
31989;Chinquihue;2411168;3539153;537838;12
31990;Hornopirén;1962900;3545867;1107208;3
31991;Hornopirén;2189569;1890669;641860;1
31992;Hornopirén;3110936;3966900;1198468;10
31993;Puerto Montt;1780301;1659697;652987;12
31994;Calbuco;2293331;2631583;691743;4
31995;Puerto Montt;1118414;2402368;1116454;7
31996;Quellón;954703;1546412;757320;2
31997;Puerto Montt;2543580;4001128;1018999;4
31998;Quellón;1965324;4456471;887976;1
31999;Hornopirén;2560673;2883093;1373902;1
32000;Chinquihue;1990138;1996595;975351;6
32001;Chinquihue;1997503;3599667;1199269;7
32002;Hornopirén;1268318;2867299;1103111;11
32003;Hornopirén;2159780;2261779;573600;6
32004;Hornopirén;2259217;3614567;1487646;7
32005;Quellón;3214351;4229402;797769;9
32006;Hornopirén;1313358;3023257;896610;6
32007;Puerto Montt;2580187;4300022;1246660;9
32008;Quellón;2516430;2702617;686770;3
32009;Quellón;2923134;3244617;874233;11
32010;Calbuco;1237251;4316377;805643;8
32011;Calbuco;1579133;1248250;1356596;8
32012;Calbuco;1999838;2460250;705210;9
32013;Chinquihue;2012917;3430570;1020154;4
32014;Quellón;1933244;4003936;980728;10
32015;Chinquihue;1520939;3191602;794206;5
32016;Hornopirén;2488508;4397509;757371;10
32017;Puerto Montt;2105394;2380804;982975;12
32018;Calbuco;1837712;1383352;1014388;12
32019;Puerto Montt;1871558;3710898;916207;12
32020;Chinquihue;2590669;2175344;1786353;11
32021;Quellón;2292837;3424581;755125;3
32022;Hornopirén;1383159;2436299;837936;5
32023;Hornopirén;1858377;3120776;1227382;1
32024;Quellón;2702512;2356166;971649;10
32025;Calbuco;1707859;4984317;615787;5
32026;Hornopirén;1186949;2385744;1430093;4
32027;Hornopirén;2840905;2028995;1348046;12
32028;Quellón;3027262;4245221;715989;2
32029;Chinquihue;1764850;2577942;552456;10
32030;Chinquihue;1674252;3039444;701288;4
32031;Chinquihue;2100760;3263389;1333693;9
32032;Quellón;2203617;2822929;1606912;7
32033;Calbuco;1190041;2696397;468261;9
32034;Chinquihue;2547830;4262340;1109261;11
32035;Puerto Montt;2239551;3792350;831508;12
32036;Quellón;1278195;1703798;775663;7
32037;Hornopirén;1410784;2902409;971784;2
32038;Hornopirén;1459913;1667602;746747;6
32039;Puerto Montt;3155850;3996561;712197;7
32040;Hornopirén;1497589;2826003;1396643;7
32041;Calbuco;2594980;2603098;1090115;7
32042;Quellón;1515057;2627830;745207;8
32043;Quellón;2321395;4251903;1144253;12
32044;Puerto Montt;1907187;2618188;827168;8
32045;Calbuco;1595515;1658431;865895;4
32046;Puerto Montt;1652029;2058561;1272331;2
32047;Hornopirén;2474030;4015396;1048915;7
32048;Hornopirén;2440808;3076974;1274088;6
32049;Puerto Montt;2885788;4174680;1062865;3
32050;Chinquihue;1069062;3781237;452547;8
32051;Puerto Montt;2223725;3222135;1026335;5
32052;Quellón;1086166;2783545;1036915;11
32053;Calbuco;1426269;3436599;711025;11
32054;Chinquihue;1655583;2229308;750398;1
32055;Quellón;3039628;2441324;1049995;1
32056;Quellón;1292397;3720974;1327237;2
32057;Hornopirén;2487022;3124510;816889;4
32058;Hornopirén;2940276;2590206;962003;6
32059;Hornopirén;1463213;1939395;1340770;1
32060;Quellón;1745844;2910035;1136531;3
32061;Quellón;1823373;2795275;773008;6
32062;Puerto Montt;1485764;3219646;1211591;1
32063;Quellón;876653;4076017;1077108;10
32064;Puerto Montt;2025755;3403976;943720;5
32065;Quellón;1951531;3613337;1219932;10
32066;Puerto Montt;2032392;3473369;1171229;11
32067;Puerto Montt;2155480;3126046;833551;6
32068;Chinquihue;1327926;3495994;1406184;10
32069;Chinquihue;1752157;2442781;887143;5
32070;Hornopirén;2402056;2929319;811066;9
32071;Calbuco;2395154;1714624;797120;1
32072;Calbuco;2811162;1779756;1050184;4
32073;Puerto Montt;1952475;2580911;1548885;12
32074;Puerto Montt;1901415;2061177;923348;2
32075;Puerto Montt;2266243;2789407;1401008;11
32076;Puerto Montt;1749143;2240720;1467298;12
32077;Calbuco;1117907;2154847;868295;5
32078;Chinquihue;2051811;4512466;1112214;8
32079;Chinquihue;1970388;3703624;887227;11
32080;Chinquihue;2143989;3148986;1305577;8
32081;Chinquihue;1461339;3338089;1694090;9
32082;Quellón;2216264;4000358;925704;7
32083;Chinquihue;2063925;3529929;752150;11
32084;Calbuco;2386126;2319646;982053;1
32085;Quellón;2476201;4515891;1112263;7
32086;Calbuco;1383255;2925058;525958;8
32087;Calbuco;2267870;3478491;1513704;12
32088;Hornopirén;1609586;2647622;1618169;7
32089;Puerto Montt;2021329;2761483;729258;9
32090;Calbuco;1648998;2669903;804625;3
32091;Hornopirén;2519890;4255740;1152549;10
32092;Hornopirén;2300339;2399633;933787;11
32093;Puerto Montt;2662627;4281709;1310181;2
32094;Hornopirén;2129299;2555292;1049603;1
32095;Chinquihue;1570120;2869520;1135376;1
32096;Hornopirén;1871469;3603710;385935;2
32097;Quellón;1742374;3418936;1013030;9
32098;Chinquihue;2281106;2619201;885877;5
32099;Chinquihue;1863714;3730974;828236;3
32100;Hornopirén;2411342;2310607;987666;5
32101;Hornopirén;2603918;2218387;1473776;8
32102;Quellón;1043418;2045333;1010042;6
32103;Quellón;1844557;4312248;1351732;6
32104;Quellón;1029934;4027790;1914126;3
32105;Chinquihue;1791708;3353325;905780;4
32106;Chinquihue;1722362;3829724;846585;5
32107;Calbuco;2882908;3079559;652363;12
32108;Hornopirén;2510573;3367880;769187;12
32109;Calbuco;1439875;2385361;1413497;1
32110;Quellón;1397793;2482490;967862;3
32111;Calbuco;1493040;2845801;934404;11
32112;Chinquihue;2667138;3052576;1066690;1
32113;Hornopirén;2060650;2593479;882137;3
32114;Chinquihue;1703863;3838980;1254267;7
32115;Chinquihue;1978243;3196623;371957;11
32116;Hornopirén;2488217;2986935;1365115;2
32117;Quellón;1814834;3930169;1544981;3
32118;Quellón;1378855;4123529;1039641;4
32119;Calbuco;2478240;5074642;829188;12
32120;Puerto Montt;1316547;2929499;668581;2
32121;Hornopirén;1706826;1919966;970675;12
32122;Quellón;2040090;2248705;1201880;2
32123;Puerto Montt;1410772;3274633;979071;6
32124;Hornopirén;1909670;1949950;1743143;4
32125;Calbuco;1968195;4248843;929248;10
32126;Quellón;1799408;4401614;990624;3
32127;Hornopirén;1746510;4331256;1145175;12
32128;Chinquihue;2271802;3139190;1023152;12
32129;Hornopirén;1201380;2717072;852305;4
32130;Calbuco;2202981;2779512;721083;2
32131;Chinquihue;2591190;3104252;773063;6
32132;Hornopirén;1982705;2686036;490326;11
32133;Puerto Montt;1492333;2227334;528442;10
32134;Puerto Montt;2296812;2876090;1515748;11
32135;Quellón;2162495;2706495;562803;9
32136;Puerto Montt;1545154;3271193;1356831;2
32137;Calbuco;2424994;3462882;1147791;6
32138;Calbuco;1964137;2420039;1225366;2
32139;Puerto Montt;2723015;2159135;1029612;10
32140;Hornopirén;1634766;4247475;630985;12
32141;Hornopirén;1669128;3926669;1316204;3
32142;Quellón;2512637;2004158;1218748;8
32143;Hornopirén;1929511;3203518;1133233;2
32144;Hornopirén;1811401;2500907;813860;4
32145;Calbuco;93469;3823561;662691;4
32146;Chinquihue;1962596;2950338;1131096;1
32147;Chinquihue;2188192;3041461;1057738;10
32148;Puerto Montt;2145727;2867852;751680;10
32149;Calbuco;2167775;2000354;1445051;10
32150;Chinquihue;3279365;3737834;508552;6
32151;Puerto Montt;554813;2055837;956410;1
32152;Puerto Montt;2205636;3903487;592135;11
32153;Quellón;1985844;2422755;848002;7
32154;Quellón;1072481;2935180;1302320;1
32155;Hornopirén;1533359;3408217;444127;11
32156;Chinquihue;2465875;2871432;1015431;7
32157;Hornopirén;1789259;1713511;1364790;4
32158;Chinquihue;2675150;3043601;1334659;5
32159;Puerto Montt;1756622;2336575;1238944;8
32160;Calbuco;2238240;3216261;789949;6
32161;Quellón;3360872;4109802;1166598;3
32162;Calbuco;2182923;3749013;1558588;5
32163;Hornopirén;2718578;3135426;1698196;9
32164;Chinquihue;2934806;3550451;976000;11
32165;Puerto Montt;1612997;1794000;953328;11
32166;Quellón;2009013;3175604;1164071;5
32167;Calbuco;1972361;2421725;818229;10
32168;Calbuco;1373988;2893047;1369906;5
32169;Hornopirén;1781606;3408273;1236480;11
32170;Quellón;2233131;3419700;1036295;5
32171;Chinquihue;2245231;2235394;1095831;5
32172;Calbuco;2078821;2950785;766567;12
32173;Hornopirén;787361;5216366;1087412;8
32174;Chinquihue;2971463;1869316;1319899;1
32175;Calbuco;2128056;3834317;699311;6
32176;Puerto Montt;2164079;2240476;1088828;3
32177;Hornopirén;1692766;3801283;1112054;7
32178;Hornopirén;2121343;3203043;859069;4
32179;Puerto Montt;2836068;2858437;1105303;2
32180;Chinquihue;1113989;3979027;763352;6
32181;Calbuco;2363388;3764861;545402;3
32182;Calbuco;2149523;3488190;572705;8
32183;Quellón;2176425;3458415;675586;10
32184;Chinquihue;1611653;2433597;595124;4
32185;Hornopirén;864894;3538942;1136816;7
32186;Hornopirén;2092584;2880807;1579604;4
32187;Quellón;2337233;2472449;1515796;2
32188;Chinquihue;1962240;2466399;1768195;3
32189;Puerto Montt;3248820;2907981;1226288;5
32190;Puerto Montt;1756652;2440508;870272;8
32191;Hornopirén;2028646;2867422;943682;7
32192;Hornopirén;2768646;2659413;1024078;12
32193;Calbuco;1733549;2177222;969184;11
32194;Quellón;1466775;2334802;744575;7
32195;Chinquihue;2145958;3177082;1050573;10
32196;Calbuco;1740651;2147388;913855;4
32197;Chinquihue;1303479;3153896;929950;3
32198;Calbuco;2577506;2102279;1316469;3
32199;Chinquihue;2002033;2385515;879729;9
32200;Hornopirén;2639247;1585440;708792;4
32201;Calbuco;2404302;3592798;1240929;6
32202;Hornopirén;1351023;5044362;1018219;6
32203;Puerto Montt;2777468;1912326;880558;12
32204;Calbuco;2393693;2771498;1515300;2
32205;Chinquihue;1704121;2800585;596995;8
32206;Calbuco;2537489;2847167;1036856;12
32207;Calbuco;1806046;2469181;1241674;9
32208;Quellón;1601893;2523624;1255532;8
32209;Hornopirén;2270421;2989880;1421751;1
32210;Puerto Montt;2581413;2500808;1218985;6
32211;Chinquihue;2031616;3115837;1364192;3
32212;Calbuco;2462990;2425367;910164;2
32213;Puerto Montt;2406303;3658644;1104183;8
32214;Hornopirén;1196014;3027289;982863;7
32215;Quellón;1505982;4966032;1266729;9
32216;Puerto Montt;1205314;2596172;1225076;3
32217;Quellón;2118439;3529411;625981;9
32218;Puerto Montt;1639895;4082492;1166923;11
32219;Chinquihue;2354848;2648264;309346;11
32220;Puerto Montt;2446727;2969212;1077001;2
32221;Quellón;1439227;4631137;561396;1
32222;Calbuco;1916639;1714563;1785427;3
32223;Puerto Montt;2874427;1852656;1143839;11
32224;Quellón;1517611;2061745;470932;5
32225;Puerto Montt;2100616;2938296;1598999;10
32226;Chinquihue;1365012;3443902;1332530;12
32227;Puerto Montt;1759801;2270863;1452428;4
32228;Chinquihue;1730158;1702635;261683;1
32229;Chinquihue;1840863;3797838;1115142;5
32230;Puerto Montt;2658990;4802926;940625;4
32231;Calbuco;2176682;2947316;1416263;2
32232;Quellón;2522068;4577574;959815;11
32233;Chinquihue;1332273;3811745;1008259;6
32234;Hornopirén;1272156;2831700;1463248;5
32235;Hornopirén;1433553;2916585;637234;4
32236;Quellón;2492737;2219763;1013019;2
32237;Chinquihue;1765396;3636075;1297364;9
32238;Hornopirén;1503303;2410509;738673;8
32239;Chinquihue;2009214;1659912;1034921;9
32240;Hornopirén;2236086;3945994;752944;10
32241;Hornopirén;1857718;2102763;451003;4
32242;Quellón;2441890;4152036;1393397;1
32243;Puerto Montt;2326904;2841918;1238742;6
32244;Puerto Montt;1355338;3667991;1518516;12
32245;Calbuco;1816943;3048034;504827;9
32246;Puerto Montt;2508913;3802838;1123780;12
32247;Puerto Montt;2377508;3751996;1138353;7
32248;Calbuco;1665593;3068259;1090900;12
32249;Quellón;2392380;2100671;1384814;6
32250;Calbuco;1884849;1747952;890365;8
32251;Puerto Montt;2241726;2762701;993979;9
32252;Chinquihue;1455289;3433710;1199958;2
32253;Calbuco;2919255;3788577;957027;5
32254;Calbuco;2108679;3400290;931916;1
32255;Hornopirén;2200274;3044072;649073;10
32256;Quellón;1434610;2756481;1095480;4
32257;Hornopirén;2467460;2618152;1233821;7
32258;Hornopirén;990782;2726050;1229181;11
32259;Hornopirén;1447221;2880122;590300;4
32260;Calbuco;1810668;2383026;706232;3
32261;Hornopirén;2259312;2760615;704054;12
32262;Chinquihue;2725893;3296180;1140806;2
32263;Puerto Montt;1520642;1292051;858426;11
32264;Hornopirén;1753948;3236114;1191202;5
32265;Calbuco;1381843;3536316;964789;9
32266;Calbuco;2159541;3784595;1632558;1
32267;Quellón;2291081;1452943;965056;7
32268;Puerto Montt;1522818;3550522;840137;4
32269;Chinquihue;2256552;3540905;964653;2
32270;Calbuco;2910677;3228346;829061;11
32271;Puerto Montt;2183251;3120662;1186944;9
32272;Puerto Montt;1953554;2216065;843398;1
32273;Quellón;3166989;3525420;1078242;7
32274;Puerto Montt;2106221;3619726;635641;6
32275;Chinquihue;1582762;2061262;590011;5
32276;Chinquihue;2361951;2166810;1297568;7
32277;Puerto Montt;1627734;2611081;1067587;12
32278;Calbuco;1795703;4223722;1355040;9
32279;Chinquihue;2239233;2724373;623864;1
32280;Chinquihue;1975705;2888424;1361026;9
32281;Chinquihue;1972931;4629738;1009601;3
32282;Quellón;1960663;4379170;1401798;1
32283;Hornopirén;1716856;4401994;773835;1
32284;Chinquihue;2136439;3114272;994412;1
32285;Quellón;2015009;2678872;1002356;2
32286;Quellón;1821305;2640567;1367425;8
32287;Hornopirén;2497191;3444855;1179847;2
32288;Chinquihue;2692859;3223865;1410067;4
32289;Puerto Montt;2221221;2053647;519200;7
32290;Puerto Montt;2898188;5264255;598009;8
32291;Hornopirén;1477783;2439427;1241616;6
32292;Hornopirén;1411300;4006952;619918;1
32293;Calbuco;1298153;2592193;1250056;12
32294;Quellón;1822837;3636009;1174334;1
32295;Calbuco;1878519;2198196;1108096;11
32296;Chinquihue;2076572;2939566;719656;3
32297;Quellón;1568792;3081554;1166791;7
32298;Chinquihue;1257093;3020996;1135782;5
32299;Quellón;2773996;2228201;941761;2
32300;Quellón;1350929;2576479;976840;9
32301;Hornopirén;1519358;4493848;868920;12
32302;Puerto Montt;1762051;2495441;929562;11
32303;Quellón;1954485;3781234;709159;5
32304;Calbuco;1697919;3694555;989762;8
32305;Quellón;2047802;3965516;799386;6
32306;Chinquihue;2147911;3293826;1008298;1
32307;Calbuco;2486585;4195810;971289;12
32308;Calbuco;1979700;3576132;778250;3
32309;Hornopirén;2151793;3260265;1271279;12
32310;Hornopirén;2751501;2938710;935036;2
32311;Chinquihue;443616;2548923;873445;3
32312;Calbuco;2796916;2592405;803790;7
32313;Quellón;2600296;3231087;546560;9
32314;Calbuco;1957615;4091542;1413036;10
32315;Quellón;1519161;3880353;1320841;7
32316;Calbuco;2845068;2867906;975419;10
32317;Puerto Montt;2304112;4052305;819851;10
32318;Chinquihue;2937077;3875992;1203531;9
32319;Chinquihue;2253906;2154052;798027;12
32320;Chinquihue;2110505;3090193;982800;6
32321;Hornopirén;1367996;3075792;1005891;2
32322;Chinquihue;1876760;3202790;1239160;9
32323;Quellón;2117515;2247456;610434;9
32324;Hornopirén;2235401;3393921;547601;7
32325;Calbuco;1380448;2513810;1472291;4
32326;Hornopirén;2108176;2178545;1122607;3
32327;Calbuco;1448886;2962615;-47584;6
32328;Hornopirén;1401803;3032792;886779;5
32329;Hornopirén;1262015;1443641;1370362;11
32330;Calbuco;1945933;2615787;986767;11
32331;Puerto Montt;2322233;1859874;1046494;12
32332;Chinquihue;2280514;2857423;930356;10
32333;Quellón;2162971;4899599;1301805;12
32334;Hornopirén;1942661;4459170;1515583;9
32335;Calbuco;2549290;1934445;644647;1
32336;Chinquihue;2003215;3530375;1031436;10
32337;Hornopirén;1849484;3781424;1423452;7
32338;Chinquihue;1799874;2926121;912120;6
32339;Chinquihue;1957645;3174166;1200374;2
32340;Hornopirén;2352832;2607882;1222576;10
32341;Quellón;1983715;3665735;741608;2
32342;Hornopirén;2116476;767083;883988;11
32343;Calbuco;2619034;1070115;793782;3
32344;Calbuco;1819853;2990758;1344296;7
32345;Hornopirén;2366390;5249385;592760;10
32346;Hornopirén;1235577;3752678;1219522;2
32347;Puerto Montt;1377940;3060370;1456413;8
32348;Chinquihue;1814206;2511381;927944;6
32349;Hornopirén;1567366;3945062;656018;11
32350;Quellón;2067534;2296407;823464;12
32351;Hornopirén;1527199;4380038;1439501;8
32352;Quellón;2566125;1812260;1351600;5
32353;Quellón;2654574;3314708;1158739;7
32354;Chinquihue;2146879;3068360;532773;6
32355;Hornopirén;2319723;2471667;1126694;9
32356;Puerto Montt;907391;4507820;1469394;6
32357;Calbuco;2241256;1455847;863933;8
32358;Calbuco;1839577;2121518;881871;12
32359;Puerto Montt;1969247;3601103;819183;11
32360;Calbuco;1170520;1900181;1113371;2
32361;Quellón;1852578;2361881;1161671;2
32362;Chinquihue;1883735;1841988;1233210;2
32363;Hornopirén;1444775;2447110;1063767;2
32364;Puerto Montt;2350520;2623713;431025;11
32365;Chinquihue;2544021;2073920;1138348;5
32366;Calbuco;1946391;3821319;763386;12
32367;Puerto Montt;2921946;2305269;885101;9
32368;Chinquihue;2210504;2897729;1879419;2
32369;Puerto Montt;2254405;3429922;699802;11
32370;Calbuco;625792;2767635;1517024;3
32371;Calbuco;2520304;3457064;692780;9
32372;Chinquihue;1322614;2824674;757953;5
32373;Calbuco;2556674;1706216;1318685;5
32374;Puerto Montt;1414777;3793974;1050551;6
32375;Quellón;4015932;3204915;1636360;3
32376;Calbuco;2681652;1691654;1004771;12
32377;Hornopirén;2787713;2878402;1298070;3
32378;Quellón;2365964;5501107;1427851;1
32379;Calbuco;1428252;3358225;1325290;5
32380;Puerto Montt;1061551;2977283;515408;3
32381;Calbuco;2543933;2748133;1241960;7
32382;Chinquihue;2239127;3394341;1767901;3
32383;Quellón;2740011;3611843;842230;10
32384;Puerto Montt;1577054;2429641;1631546;12
32385;Puerto Montt;2154825;3879038;644778;11
32386;Puerto Montt;2151184;2877927;838043;1
32387;Chinquihue;2294163;3336503;686810;11
32388;Calbuco;2240053;4333592;702147;7
32389;Calbuco;1785309;3825733;1037694;2
32390;Puerto Montt;1940684;2932820;1431795;10
32391;Chinquihue;1032862;3337873;466962;11
32392;Quellón;2037678;3318898;1066251;11
32393;Hornopirén;2089596;2428895;1147541;1
32394;Calbuco;2566044;1400616;831518;2
32395;Calbuco;1838328;2277171;1173699;11
32396;Puerto Montt;2335977;2846988;944317;2
32397;Chinquihue;1687782;1602176;994824;12
32398;Hornopirén;1662630;3712923;1213254;2
32399;Calbuco;828673;3614286;1522663;1
32400;Hornopirén;2616233;3721229;1105426;10
32401;Puerto Montt;2094919;3619252;777352;4
32402;Chinquihue;1831986;2278017;1128749;11
32403;Hornopirén;1475259;2308735;513062;10
32404;Chinquihue;1540172;1896224;668636;6
32405;Puerto Montt;2870872;2746404;713060;11
32406;Puerto Montt;2152903;2837680;965031;8
32407;Chinquihue;1978671;4232784;1098853;12
32408;Quellón;856669;2523788;922445;10
32409;Quellón;2770940;3911563;1331323;1
32410;Calbuco;2708313;3341590;919514;7
32411;Quellón;1512374;3262621;1006700;5
32412;Calbuco;2049342;4068876;409717;3
32413;Calbuco;2140420;3713885;1200630;10
32414;Chinquihue;2024171;2663426;486383;12
32415;Calbuco;2133791;3121007;688889;11
32416;Quellón;1888712;2572744;1415394;4
32417;Hornopirén;2184639;2009584;907838;9
32418;Chinquihue;1942886;3477239;927148;10
32419;Quellón;870567;1888498;630284;7
32420;Quellón;2484213;1926496;835511;4
32421;Quellón;2163512;3187610;963332;10
32422;Quellón;2281105;3389019;1115507;5
32423;Puerto Montt;1599820;3122633;1205433;11
32424;Quellón;2500590;2447326;1056912;9
32425;Calbuco;2492693;2765152;871918;6
32426;Puerto Montt;2274319;3917306;894469;12
32427;Chinquihue;1117584;3948732;987610;12
32428;Calbuco;2099871;2674341;1044401;6
32429;Quellón;2701734;3554199;923552;12
32430;Calbuco;2192577;3045833;1114443;11
32431;Quellón;1519184;2571429;972573;7
32432;Chinquihue;2677276;3006656;858113;2
32433;Puerto Montt;2335271;3117238;685077;4
32434;Puerto Montt;2209133;1507261;1332921;5
32435;Quellón;2670443;2361055;706450;5
32436;Quellón;1195193;2490349;1383216;5
32437;Hornopirén;1694202;3454753;1277341;7
32438;Quellón;2261155;2222706;551279;6
32439;Puerto Montt;2032242;1155014;1082548;8
32440;Quellón;982487;4892691;586420;6
32441;Chinquihue;2881561;3838436;1155270;1
32442;Chinquihue;1606956;2494608;672387;4
32443;Quellón;1642254;3210279;898354;4
32444;Quellón;2107909;3240685;681710;8
32445;Hornopirén;1783808;3359140;1155000;6
32446;Puerto Montt;1908328;2638271;1346250;1
32447;Chinquihue;1442684;2252389;1201597;12
32448;Hornopirén;1981606;2919183;404527;8
32449;Quellón;2491612;1587120;1103381;2
32450;Puerto Montt;1869746;1830539;853800;7
32451;Quellón;1174392;1935375;1412278;12
32452;Puerto Montt;2499575;2728804;1031234;2
32453;Puerto Montt;2889648;2701185;550123;8
32454;Puerto Montt;1867647;2527859;1453085;5
32455;Quellón;2299129;4143795;1145344;10
32456;Puerto Montt;1771135;2443217;1767621;4
32457;Puerto Montt;1703489;2295092;739776;10
32458;Puerto Montt;1889173;2471477;1780270;12
32459;Calbuco;2735902;2181172;555811;11
32460;Hornopirén;3144010;2243582;720220;6
32461;Chinquihue;2317968;2480746;1360446;7
32462;Hornopirén;1268595;1278463;1011672;12
32463;Chinquihue;1478546;3970188;1007781;10
32464;Puerto Montt;3345899;2230383;906340;4
32465;Quellón;3273982;3128726;1294073;1
32466;Calbuco;1817758;4074176;610079;10
32467;Quellón;2538079;2982127;1077957;10
32468;Quellón;1632141;3653577;819799;6
32469;Puerto Montt;2574920;4115267;1473388;4
32470;Hornopirén;1678209;4086161;1120596;3
32471;Chinquihue;1811400;2237768;1244172;12
32472;Puerto Montt;1221088;2979831;857342;12
32473;Puerto Montt;866405;3290783;963234;11
32474;Puerto Montt;2331498;3640082;951612;11
32475;Calbuco;2401479;3440769;1076389;9
32476;Quellón;2043779;2106912;1111514;2
32477;Chinquihue;2014428;2428523;500116;3
32478;Calbuco;2247332;3090051;524833;12
32479;Quellón;1164201;2867243;548533;11
32480;Puerto Montt;1794831;2676628;551858;9
32481;Quellón;1813490;1652306;1144617;5
32482;Chinquihue;2092100;2309283;938766;4
32483;Chinquihue;1627825;2833375;1140358;1
32484;Chinquihue;2953401;3430388;929644;10
32485;Puerto Montt;1731779;3215458;620103;10
32486;Chinquihue;1494305;2957507;1276012;6
32487;Hornopirén;1586464;2301783;950966;1
32488;Hornopirén;2034046;2615913;977264;8
32489;Quellón;2296011;2994763;1218401;7
32490;Chinquihue;1730115;1982938;1103901;1
32491;Calbuco;2054710;5425418;1477705;4
32492;Puerto Montt;2274567;3917496;1187015;4
32493;Hornopirén;1235568;3395311;1310942;4
32494;Quellón;1842283;3979845;1011886;2
32495;Puerto Montt;2242753;2463228;718896;2
32496;Puerto Montt;1448630;2520677;461446;8
