ID_produccion;ID_producto;Planta;ID_empleado;Kilos_producidos;Fecha
43898;190;Hornopirén;23;1141;2026-01-04 01:00:00
43899;102;Chinquihue;1821;1098;2026-01-04 02:00:00
43900;80;Chinquihue;1744;874;2026-01-04 03:00:00
43901;466;Chinquihue;1411;746;2026-01-04 04:00:00
43902;487;Hornopirén;2144;1164;2026-01-04 05:00:00
43903;331;Hornopirén;1652;1018;2026-01-04 06:00:00
43904;288;Hornopirén;432;1607;2026-01-04 07:00:00
43905;458;Hornopirén;292;826;2026-01-04 08:00:00
43906;188;Quellón;1974;1172;2026-01-04 09:00:00
43907;365;Calbuco;2824;1481;2026-01-04 10:00:00
43908;273;Hornopirén;2089;898;2026-01-04 11:00:00
43909;35;Hornopirén;1371;1011;2026-01-04 12:00:00
43910;59;Calbuco;2585;1258;2026-01-04 13:00:00
43911;121;Calbuco;2404;898;2026-01-04 14:00:00
43912;280;Quellón;2679;812;2026-01-04 15:00:00
43913;283;Hornopirén;1756;1497;2026-01-04 16:00:00
43914;268;Calbuco;694;1107;2026-01-04 17:00:00
43915;44;Chinquihue;457;879;2026-01-04 18:00:00
43916;171;Calbuco;2681;1083;2026-01-04 19:00:00
43917;115;Chinquihue;1232;822;2026-01-04 20:00:00
43918;397;Puerto Montt;1129;1062;2026-01-04 21:00:00
43919;85;Hornopirén;2353;1165;2026-01-04 22:00:00
43920;492;Hornopirén;562;1049;2026-01-04 23:00:00
43921;40;Puerto Montt;105;618;2026-01-05 00:00:00
43922;272;Chinquihue;1323;951;2026-01-05 01:00:00
43923;266;Chinquihue;2675;833;2026-01-05 02:00:00
43924;179;Chinquihue;777;927;2026-01-05 03:00:00
43925;400;Hornopirén;1407;849;2026-01-05 04:00:00
43926;101;Calbuco;255;1094;2026-01-05 05:00:00
43927;111;Quellón;1760;812;2026-01-05 06:00:00
43928;386;Puerto Montt;2571;587;2026-01-05 07:00:00
43929;35;Calbuco;500;1063;2026-01-05 08:00:00
43930;331;Puerto Montt;2653;1195;2026-01-05 09:00:00
43931;439;Calbuco;678;959;2026-01-05 10:00:00
43932;289;Hornopirén;1399;1026;2026-01-05 11:00:00
43933;410;Chinquihue;2515;984;2026-01-05 12:00:00
43934;110;Calbuco;919;583;2026-01-05 13:00:00
43935;262;Puerto Montt;1556;1136;2026-01-05 14:00:00
43936;477;Chinquihue;2501;577;2026-01-05 15:00:00
43937;331;Puerto Montt;2572;1157;2026-01-05 16:00:00
43938;277;Puerto Montt;578;919;2026-01-05 17:00:00
43939;195;Puerto Montt;2019;982;2026-01-05 18:00:00
43940;93;Chinquihue;77;590;2026-01-05 19:00:00
43941;434;Hornopirén;1966;764;2026-01-05 20:00:00
43942;85;Quellón;502;1003;2026-01-05 21:00:00
43943;43;Quellón;2755;919;2026-01-05 22:00:00
43944;70;Hornopirén;2586;1050;2026-01-05 23:00:00
43945;413;Puerto Montt;624;889;2026-01-06 00:00:00
43946;131;Chinquihue;1344;1033;2026-01-06 01:00:00
43947;200;Calbuco;2569;888;2026-01-06 02:00:00
43948;222;Calbuco;1352;763;2026-01-06 03:00:00
43949;19;Hornopirén;874;753;2026-01-06 04:00:00
43950;444;Chinquihue;839;943;2026-01-06 05:00:00
43951;481;Hornopirén;2452;936;2026-01-06 06:00:00
43952;397;Quellón;1318;992;2026-01-06 07:00:00
43953;241;Chinquihue;2843;1017;2026-01-06 08:00:00
43954;52;Puerto Montt;872;841;2026-01-06 09:00:00
43955;184;Puerto Montt;1;1067;2026-01-06 10:00:00
43956;182;Chinquihue;969;872;2026-01-06 11:00:00
43957;75;Calbuco;909;760;2026-01-06 12:00:00
43958;5;Hornopirén;2341;472;2026-01-06 13:00:00
43959;283;Chinquihue;1119;1117;2026-01-06 14:00:00
43960;50;Quellón;990;792;2026-01-06 15:00:00
43961;444;Calbuco;2851;1326;2026-01-06 16:00:00
43962;463;Quellón;2735;984;2026-01-06 17:00:00
43963;59;Chinquihue;2097;1065;2026-01-06 18:00:00
43964;177;Quellón;872;1338;2026-01-06 19:00:00
43965;72;Quellón;4;1162;2026-01-06 20:00:00
43966;334;Quellón;1859;773;2026-01-06 21:00:00
43967;334;Quellón;517;675;2026-01-06 22:00:00
43968;16;Calbuco;754;1041;2026-01-06 23:00:00
43969;448;Chinquihue;399;1242;2026-01-07 00:00:00
43970;195;Calbuco;1832;585;2026-01-07 01:00:00
43971;390;Hornopirén;2243;952;2026-01-07 02:00:00
43972;221;Calbuco;2311;1191;2026-01-07 03:00:00
43973;12;Chinquihue;49;1070;2026-01-07 04:00:00
43974;305;Calbuco;1535;920;2026-01-07 05:00:00
43975;283;Chinquihue;54;1137;2026-01-07 06:00:00
43976;123;Quellón;1811;1056;2026-01-07 07:00:00
43977;141;Chinquihue;1564;757;2026-01-07 08:00:00
43978;363;Quellón;2595;666;2026-01-07 09:00:00
43979;242;Calbuco;2350;1009;2026-01-07 10:00:00
43980;350;Hornopirén;898;819;2026-01-07 11:00:00
43981;245;Quellón;1001;782;2026-01-07 12:00:00
43982;185;Calbuco;2093;768;2026-01-07 13:00:00
43983;481;Calbuco;1470;741;2026-01-07 14:00:00
43984;30;Hornopirén;2927;977;2026-01-07 15:00:00
43985;65;Hornopirén;198;870;2026-01-07 16:00:00
43986;59;Calbuco;168;612;2026-01-07 17:00:00
43987;375;Hornopirén;1791;1115;2026-01-07 18:00:00
43988;315;Puerto Montt;1432;1071;2026-01-07 19:00:00
43989;287;Puerto Montt;1383;1279;2026-01-07 20:00:00
43990;269;Hornopirén;2153;1055;2026-01-07 21:00:00
43991;32;Chinquihue;531;648;2026-01-07 22:00:00
43992;343;Calbuco;2842;690;2026-01-07 23:00:00
43993;279;Calbuco;2148;950;2026-01-08 00:00:00
43994;405;Chinquihue;1764;944;2026-01-08 01:00:00
43995;238;Chinquihue;1144;676;2026-01-08 02:00:00
43996;124;Calbuco;2215;1019;2026-01-08 03:00:00
43997;433;Quellón;2193;901;2026-01-08 04:00:00
43998;171;Calbuco;1637;736;2026-01-08 05:00:00
43999;427;Chinquihue;2622;486;2026-01-08 06:00:00
44000;368;Hornopirén;2862;1184;2026-01-08 07:00:00
44001;222;Chinquihue;2617;1177;2026-01-08 08:00:00
44002;425;Calbuco;2727;654;2026-01-08 09:00:00
44003;362;Quellón;2183;1007;2026-01-08 10:00:00
44004;405;Calbuco;1502;951;2026-01-08 11:00:00
44005;499;Chinquihue;1070;770;2026-01-08 12:00:00
44006;247;Calbuco;1672;903;2026-01-08 13:00:00
44007;415;Hornopirén;2282;1080;2026-01-08 14:00:00
44008;52;Hornopirén;2012;1328;2026-01-08 15:00:00
44009;117;Puerto Montt;1038;923;2026-01-08 16:00:00
44010;486;Chinquihue;2704;1014;2026-01-08 17:00:00
44011;251;Calbuco;1315;955;2026-01-08 18:00:00
44012;273;Hornopirén;943;1127;2026-01-08 19:00:00
44013;457;Calbuco;2969;1009;2026-01-08 20:00:00
44014;145;Hornopirén;653;808;2026-01-08 21:00:00
44015;260;Chinquihue;398;1013;2026-01-08 22:00:00
44016;296;Puerto Montt;2809;683;2026-01-08 23:00:00
44017;22;Quellón;2282;1016;2026-01-09 00:00:00
44018;303;Calbuco;1520;1206;2026-01-09 01:00:00
44019;199;Calbuco;2382;1197;2026-01-09 02:00:00
44020;473;Puerto Montt;1492;751;2026-01-09 03:00:00
44021;297;Quellón;2544;1174;2026-01-09 04:00:00
44022;475;Hornopirén;728;466;2026-01-09 05:00:00
44023;445;Hornopirén;2980;894;2026-01-09 06:00:00
44024;245;Quellón;13;902;2026-01-09 07:00:00
44025;349;Hornopirén;2417;998;2026-01-09 08:00:00
44026;141;Hornopirén;1601;1344;2026-01-09 09:00:00
44027;367;Calbuco;1428;1052;2026-01-09 10:00:00
44028;343;Calbuco;378;900;2026-01-09 11:00:00
44029;340;Quellón;227;1067;2026-01-09 12:00:00
44030;310;Chinquihue;2152;901;2026-01-09 13:00:00
44031;419;Calbuco;1116;1301;2026-01-09 14:00:00
44032;294;Quellón;766;605;2026-01-09 15:00:00
44033;47;Hornopirén;2503;1121;2026-01-09 16:00:00
44034;44;Calbuco;2263;928;2026-01-09 17:00:00
44035;400;Quellón;2583;1152;2026-01-09 18:00:00
44036;48;Puerto Montt;2057;1225;2026-01-09 19:00:00
44037;122;Quellón;2368;1353;2026-01-09 20:00:00
44038;180;Calbuco;2446;1131;2026-01-09 21:00:00
44039;41;Quellón;1425;1290;2026-01-09 22:00:00
44040;465;Puerto Montt;1287;977;2026-01-09 23:00:00
44041;301;Calbuco;193;705;2026-01-10 00:00:00
44042;350;Hornopirén;503;917;2026-01-10 01:00:00
44043;428;Calbuco;2667;1034;2026-01-10 02:00:00
44044;458;Quellón;1072;1578;2026-01-10 03:00:00
44045;17;Chinquihue;1299;751;2026-01-10 04:00:00
44046;213;Calbuco;2888;398;2026-01-10 05:00:00
44047;86;Hornopirén;980;732;2026-01-10 06:00:00
44048;181;Hornopirén;1623;750;2026-01-10 07:00:00
44049;253;Quellón;758;1172;2026-01-10 08:00:00
44050;365;Hornopirén;413;643;2026-01-10 09:00:00
44051;236;Puerto Montt;1058;497;2026-01-10 10:00:00
44052;479;Puerto Montt;1174;944;2026-01-10 11:00:00
44053;494;Puerto Montt;2507;1167;2026-01-10 12:00:00
44054;400;Chinquihue;1845;1024;2026-01-10 13:00:00
44055;125;Hornopirén;219;946;2026-01-10 14:00:00
44056;219;Chinquihue;2933;830;2026-01-10 15:00:00
44057;68;Chinquihue;1213;810;2026-01-10 16:00:00
44058;185;Puerto Montt;738;711;2026-01-10 17:00:00
44059;449;Chinquihue;1202;764;2026-01-10 18:00:00
44060;471;Quellón;2762;827;2026-01-10 19:00:00
44061;85;Puerto Montt;1987;945;2026-01-10 20:00:00
44062;488;Chinquihue;1427;773;2026-01-10 21:00:00
44063;214;Chinquihue;2818;901;2026-01-10 22:00:00
44064;301;Puerto Montt;1026;1059;2026-01-10 23:00:00
44065;73;Quellón;1511;1399;2026-01-11 00:00:00
44066;33;Quellón;2907;953;2026-01-11 01:00:00
44067;2;Hornopirén;2158;1374;2026-01-11 02:00:00
44068;128;Chinquihue;1518;1366;2026-01-11 03:00:00
44069;60;Quellón;1398;927;2026-01-11 04:00:00
44070;172;Puerto Montt;362;1365;2026-01-11 05:00:00
44071;157;Quellón;649;1031;2026-01-11 06:00:00
44072;343;Hornopirén;1242;1091;2026-01-11 07:00:00
44073;359;Calbuco;103;727;2026-01-11 08:00:00
44074;128;Puerto Montt;772;947;2026-01-11 09:00:00
44075;295;Puerto Montt;2424;1194;2026-01-11 10:00:00
44076;205;Calbuco;1652;1049;2026-01-11 11:00:00
44077;42;Chinquihue;2513;1074;2026-01-11 12:00:00
44078;353;Puerto Montt;72;1045;2026-01-11 13:00:00
44079;15;Quellón;423;1142;2026-01-11 14:00:00
44080;451;Calbuco;254;989;2026-01-11 15:00:00
44081;72;Hornopirén;1340;1283;2026-01-11 16:00:00
44082;201;Hornopirén;1221;905;2026-01-11 17:00:00
44083;492;Hornopirén;392;881;2026-01-11 18:00:00
44084;231;Quellón;2532;1351;2026-01-11 19:00:00
44085;466;Calbuco;1242;1177;2026-01-11 20:00:00
44086;268;Puerto Montt;1280;1258;2026-01-11 21:00:00
44087;473;Puerto Montt;450;-1035;2026-01-11 22:00:00
44088;394;Calbuco;1878;849;2026-01-11 23:00:00
44089;10;Hornopirén;1420;976;2026-01-12 00:00:00
44090;487;Quellón;982;1002;2026-01-12 01:00:00
44091;435;Chinquihue;2850;871;2026-01-12 02:00:00
44092;109;Calbuco;2643;1184;2026-01-12 03:00:00
44093;270;Puerto Montt;197;1237;2026-01-12 04:00:00
44094;290;Quellón;845;1055;2026-01-12 05:00:00
44095;40;Calbuco;2610;1011;2026-01-12 06:00:00
44096;347;Hornopirén;304;665;2026-01-12 07:00:00
44097;17;Hornopirén;2627;892;2026-01-12 08:00:00
44098;394;Calbuco;2293;1129;2026-01-12 09:00:00
44099;437;Calbuco;2367;1433;2026-01-12 10:00:00
44100;322;Hornopirén;806;1009;2026-01-12 11:00:00
44101;232;Puerto Montt;427;1455;2026-01-12 12:00:00
44102;263;Hornopirén;388;645;2026-01-12 13:00:00
44103;116;Chinquihue;873;1247;2026-01-12 14:00:00
44104;333;Hornopirén;1900;934;2026-01-12 15:00:00
44105;465;Chinquihue;51;1111;2026-01-12 16:00:00
44106;330;Hornopirén;2840;663;2026-01-12 17:00:00
44107;388;Chinquihue;1109;538;2026-01-12 18:00:00
44108;66;Chinquihue;1428;767;2026-01-12 19:00:00
44109;473;Chinquihue;2026;891;2026-01-12 20:00:00
44110;220;Puerto Montt;927;830;2026-01-12 21:00:00
44111;129;Quellón;748;1093;2026-01-12 22:00:00
44112;64;Puerto Montt;1764;584;2026-01-12 23:00:00
44113;350;Hornopirén;2001;1183;2026-01-13 00:00:00
44114;14;Quellón;2714;831;2026-01-13 01:00:00
44115;151;Chinquihue;939;1059;2026-01-13 02:00:00
44116;366;Chinquihue;361;1028;2026-01-13 03:00:00
44117;480;Quellón;434;742;2026-01-13 04:00:00
44118;87;Quellón;1459;1095;2026-01-13 05:00:00
44119;142;Puerto Montt;127;668;2026-01-13 06:00:00
44120;306;Calbuco;194;1362;2026-01-13 07:00:00
44121;53;Calbuco;788;1018;2026-01-13 08:00:00
44122;12;Quellón;988;1121;2026-01-13 09:00:00
44123;6;Quellón;2534;998;2026-01-13 10:00:00
44124;325;Puerto Montt;2817;1334;2026-01-13 11:00:00
44125;200;Hornopirén;252;824;2026-01-13 12:00:00
44126;362;Quellón;608;973;2026-01-13 13:00:00
44127;33;Chinquihue;235;862;2026-01-13 14:00:00
44128;120;Calbuco;761;1092;2026-01-13 15:00:00
44129;139;Chinquihue;2590;518;2026-01-13 16:00:00
44130;286;Calbuco;1425;1127;2026-01-13 17:00:00
44131;122;Puerto Montt;508;846;2026-01-13 18:00:00
44132;464;Hornopirén;2912;1307;2026-01-13 19:00:00
44133;289;Chinquihue;902;1373;2026-01-13 20:00:00
44134;193;Calbuco;973;776;2026-01-13 21:00:00
44135;481;Quellón;965;854;2026-01-13 22:00:00
44136;368;Quellón;576;1086;2026-01-13 23:00:00
44137;347;Puerto Montt;1362;852;2026-01-14 00:00:00
44138;425;Hornopirén;2178;1154;2026-01-14 01:00:00
44139;212;Chinquihue;1764;1091;2026-01-14 02:00:00
44140;361;Puerto Montt;207;1096;2026-01-14 03:00:00
44141;48;Calbuco;2954;-1085;2026-01-14 04:00:00
44142;58;Puerto Montt;2600;1496;2026-01-14 05:00:00
44143;278;Chinquihue;2985;1232;2026-01-14 06:00:00
44144;135;Puerto Montt;1891;1219;2026-01-14 07:00:00
44145;250;Calbuco;1402;1271;2026-01-14 08:00:00
44146;107;Quellón;2360;1156;2026-01-14 09:00:00
44147;269;Chinquihue;1561;1152;2026-01-14 10:00:00
44148;44;Puerto Montt;1660;1153;2026-01-14 11:00:00
44149;264;Puerto Montt;127;1100;2026-01-14 12:00:00
44150;389;Chinquihue;887;577;2026-01-14 13:00:00
44151;455;Puerto Montt;211;1230;2026-01-14 14:00:00
44152;69;Chinquihue;421;1288;2026-01-14 15:00:00
44153;176;Chinquihue;417;1035;2026-01-14 16:00:00
44154;284;Quellón;2148;1246;2026-01-14 17:00:00
44155;463;Puerto Montt;469;1108;2026-01-14 18:00:00
44156;479;Chinquihue;2794;628;2026-01-14 19:00:00
44157;385;Calbuco;2956;698;2026-01-14 20:00:00
44158;40;Hornopirén;2634;1094;2026-01-14 21:00:00
44159;295;Hornopirén;2904;884;2026-01-14 22:00:00
44160;189;Hornopirén;654;684;2026-01-14 23:00:00
44161;183;Calbuco;2357;1490;2026-01-15 00:00:00
44162;73;Puerto Montt;1863;1049;2026-01-15 01:00:00
44163;26;Chinquihue;214;1005;2026-01-15 02:00:00
44164;22;Hornopirén;1119;1184;2026-01-15 03:00:00
44165;136;Hornopirén;989;1321;2026-01-15 04:00:00
44166;404;Chinquihue;2525;898;2026-01-15 05:00:00
44167;432;Hornopirén;339;1018;2026-01-15 06:00:00
44168;491;Quellón;978;791;2026-01-15 07:00:00
44169;220;Quellón;2261;1550;2026-01-15 08:00:00
44170;497;Hornopirén;2009;915;2026-01-15 09:00:00
44171;140;Calbuco;919;1179;2026-01-15 10:00:00
44172;314;Hornopirén;2134;898;2026-01-15 11:00:00
44173;426;Quellón;2840;828;2026-01-15 12:00:00
44174;41;Calbuco;2699;898;2026-01-15 13:00:00
44175;445;Hornopirén;493;1239;2026-01-15 14:00:00
44176;75;Calbuco;134;1120;2026-01-15 15:00:00
44177;376;Chinquihue;2606;885;2026-01-15 16:00:00
44178;343;Hornopirén;1750;1038;2026-01-15 17:00:00
44179;36;Puerto Montt;1426;938;2026-01-15 18:00:00
44180;267;Quellón;1628;773;2026-01-15 19:00:00
44181;37;Hornopirén;443;1064;2026-01-15 20:00:00
44182;348;Hornopirén;1029;686;2026-01-15 21:00:00
44183;434;Chinquihue;1947;1031;2026-01-15 22:00:00
44184;138;Chinquihue;82;939;2026-01-15 23:00:00
44185;450;Calbuco;767;1349;2026-01-16 00:00:00
44186;499;Hornopirén;1684;1231;2026-01-16 01:00:00
44187;198;Quellón;1962;720;2026-01-16 02:00:00
44188;69;Hornopirén;1128;779;2026-01-16 03:00:00
44189;447;Calbuco;1221;1328;2026-01-16 04:00:00
44190;296;Quellón;2634;729;2026-01-16 05:00:00
44191;251;Puerto Montt;1737;1007;2026-01-16 06:00:00
44192;140;Chinquihue;1230;732;2026-01-16 07:00:00
44193;171;Calbuco;2515;1117;2026-01-16 08:00:00
44194;284;Puerto Montt;2662;777;2026-01-16 09:00:00
44195;96;Puerto Montt;811;793;2026-01-16 10:00:00
44196;392;Quellón;802;1406;2026-01-16 11:00:00
44197;6;Calbuco;2017;891;2026-01-16 12:00:00
44198;189;Chinquihue;2433;1489;2026-01-16 13:00:00
44199;415;Puerto Montt;2050;728;2026-01-16 14:00:00
44200;57;Hornopirén;1434;666;2026-01-16 15:00:00
44201;60;Chinquihue;1889;161;2026-01-16 16:00:00
44202;87;Hornopirén;515;1127;2026-01-16 17:00:00
44203;323;Calbuco;2606;1002;2026-01-16 18:00:00
44204;301;Hornopirén;152;786;2026-01-16 19:00:00
44205;107;Quellón;220;424;2026-01-16 20:00:00
44206;65;Chinquihue;1970;1165;2026-01-16 21:00:00
44207;35;Hornopirén;2615;1583;2026-01-16 22:00:00
44208;65;Calbuco;1000;1108;2026-01-16 23:00:00
44209;87;Calbuco;1291;567;2026-01-17 00:00:00
44210;89;Hornopirén;1492;1183;2026-01-17 01:00:00
44211;401;Calbuco;2285;874;2026-01-17 02:00:00
44212;257;Calbuco;1732;1256;2026-01-17 03:00:00
44213;57;Quellón;2759;847;2026-01-17 04:00:00
44214;164;Hornopirén;424;997;2026-01-17 05:00:00
44215;362;Quellón;564;871;2026-01-17 06:00:00
44216;315;Quellón;1451;655;2026-01-17 07:00:00
44217;115;Hornopirén;534;1095;2026-01-17 08:00:00
44218;467;Hornopirén;2149;-1517;2026-01-17 09:00:00
44219;394;Calbuco;640;996;2026-01-17 10:00:00
44220;165;Chinquihue;1232;1123;2026-01-17 11:00:00
44221;103;Calbuco;1043;1070;2026-01-17 12:00:00
44222;10;Chinquihue;2073;524;2026-01-17 13:00:00
44223;287;Calbuco;423;1193;2026-01-17 14:00:00
44224;278;Hornopirén;2183;878;2026-01-17 15:00:00
44225;440;Calbuco;398;992;2026-01-17 16:00:00
44226;80;Calbuco;1430;730;2026-01-17 17:00:00
44227;303;Quellón;971;937;2026-01-17 18:00:00
44228;149;Quellón;2994;1274;2026-01-17 19:00:00
44229;199;Quellón;1725;663;2026-01-17 20:00:00
44230;320;Puerto Montt;2384;672;2026-01-17 21:00:00
44231;310;Hornopirén;449;765;2026-01-17 22:00:00
44232;57;Chinquihue;1172;632;2026-01-17 23:00:00
44233;406;Hornopirén;2787;1154;2026-01-18 00:00:00
44234;281;Chinquihue;2213;720;2026-01-18 01:00:00
44235;33;Puerto Montt;461;852;2026-01-18 02:00:00
44236;112;Hornopirén;1467;1048;2026-01-18 03:00:00
44237;257;Quellón;2220;1343;2026-01-18 04:00:00
44238;358;Quellón;1911;1006;2026-01-18 05:00:00
44239;40;Puerto Montt;157;1224;2026-01-18 06:00:00
44240;334;Puerto Montt;1678;1201;2026-01-18 07:00:00
44241;278;Puerto Montt;2396;900;2026-01-18 08:00:00
44242;396;Chinquihue;1786;892;2026-01-18 09:00:00
44243;354;Calbuco;1028;641;2026-01-18 10:00:00
44244;408;Chinquihue;13;1533;2026-01-18 11:00:00
44245;443;Calbuco;2409;1111;2026-01-18 12:00:00
44246;216;Calbuco;1033;831;2026-01-18 13:00:00
44247;53;Puerto Montt;1508;938;2026-01-18 14:00:00
44248;86;Puerto Montt;2351;1210;2026-01-18 15:00:00
44249;354;Calbuco;1680;821;2026-01-18 16:00:00
44250;302;Calbuco;200;1218;2026-01-18 17:00:00
44251;460;Puerto Montt;989;749;2026-01-18 18:00:00
44252;499;Puerto Montt;717;969;2026-01-18 19:00:00
44253;157;Puerto Montt;206;1110;2026-01-18 20:00:00
44254;476;Calbuco;1085;1395;2026-01-18 21:00:00
44255;380;Puerto Montt;511;723;2026-01-18 22:00:00
44256;359;Calbuco;1099;1039;2026-01-18 23:00:00
44257;466;Chinquihue;2401;941;2026-01-19 00:00:00
44258;110;Quellón;768;1219;2026-01-19 01:00:00
44259;385;Hornopirén;2403;1047;2026-01-19 02:00:00
44260;150;Chinquihue;149;579;2026-01-19 03:00:00
44261;333;Puerto Montt;2835;799;2026-01-19 04:00:00
44262;37;Hornopirén;2047;1008;2026-01-19 05:00:00
44263;195;Puerto Montt;779;1022;2026-01-19 06:00:00
44264;345;Chinquihue;267;1003;2026-01-19 07:00:00
44265;380;Chinquihue;2437;1015;2026-01-19 08:00:00
44266;104;Quellón;2974;1251;2026-01-19 09:00:00
44267;335;Chinquihue;62;1254;2026-01-19 10:00:00
44268;35;Hornopirén;187;982;2026-01-19 11:00:00
44269;74;Calbuco;2995;1261;2026-01-19 12:00:00
44270;377;Quellón;2042;948;2026-01-19 13:00:00
44271;96;Chinquihue;2097;1177;2026-01-19 14:00:00
44272;146;Hornopirén;2875;1177;2026-01-19 15:00:00
44273;427;Quellón;2640;1235;2026-01-19 16:00:00
44274;353;Calbuco;581;986;2026-01-19 17:00:00
44275;361;Quellón;1962;873;2026-01-19 18:00:00
44276;239;Chinquihue;684;1211;2026-01-19 19:00:00
44277;299;Puerto Montt;836;1118;2026-01-19 20:00:00
44278;137;Hornopirén;797;825;2026-01-19 21:00:00
44279;433;Hornopirén;2837;1327;2026-01-19 22:00:00
44280;443;Hornopirén;863;758;2026-01-19 23:00:00
44281;67;Hornopirén;756;1146;2026-01-20 00:00:00
44282;248;Chinquihue;2788;1050;2026-01-20 01:00:00
44283;204;Quellón;2380;584;2026-01-20 02:00:00
44284;375;Chinquihue;1439;1068;2026-01-20 03:00:00
44285;242;Hornopirén;2422;1272;2026-01-20 04:00:00
44286;464;Chinquihue;1579;1287;2026-01-20 05:00:00
44287;281;Calbuco;1695;814;2026-01-20 06:00:00
44288;323;Quellón;2584;884;2026-01-20 07:00:00
44289;148;Chinquihue;2984;813;2026-01-20 08:00:00
44290;474;Calbuco;2595;440;2026-01-20 09:00:00
44291;8;Puerto Montt;1500;1370;2026-01-20 10:00:00
44292;47;Puerto Montt;451;899;2026-01-20 11:00:00
44293;1;Calbuco;2262;1026;2026-01-20 12:00:00
44294;211;Hornopirén;2122;1318;2026-01-20 13:00:00
44295;274;Hornopirén;384;878;2026-01-20 14:00:00
44296;102;Calbuco;13;995;2026-01-20 15:00:00
44297;466;Calbuco;319;1194;2026-01-20 16:00:00
44298;434;Puerto Montt;100;590;2026-01-20 17:00:00
44299;370;Puerto Montt;988;300;2026-01-20 18:00:00
44300;264;Quellón;1957;1274;2026-01-20 19:00:00
44301;368;Quellón;2918;883;2026-01-20 20:00:00
44302;249;Chinquihue;2768;983;2026-01-20 21:00:00
44303;1;Puerto Montt;1598;876;2026-01-20 22:00:00
44304;213;Hornopirén;2068;972;2026-01-20 23:00:00
44305;265;Calbuco;2978;679;2026-01-21 00:00:00
44306;397;Puerto Montt;2305;343;2026-01-21 01:00:00
44307;472;Hornopirén;2048;891;2026-01-21 02:00:00
44308;200;Hornopirén;2924;1128;2026-01-21 03:00:00
44309;221;Calbuco;1841;1299;2026-01-21 04:00:00
44310;64;Puerto Montt;2442;778;2026-01-21 05:00:00
44311;215;Puerto Montt;164;608;2026-01-21 06:00:00
44312;210;Hornopirén;31;922;2026-01-21 07:00:00
44313;385;Quellón;1525;1143;2026-01-21 08:00:00
44314;279;Calbuco;2115;1260;2026-01-21 09:00:00
44315;122;Hornopirén;1346;959;2026-01-21 10:00:00
44316;138;Puerto Montt;1617;960;2026-01-21 11:00:00
44317;166;Puerto Montt;1792;1010;2026-01-21 12:00:00
44318;261;Chinquihue;1968;1243;2026-01-21 13:00:00
44319;198;Hornopirén;2590;1630;2026-01-21 14:00:00
44320;157;Puerto Montt;1054;1160;2026-01-21 15:00:00
44321;53;Chinquihue;738;691;2026-01-21 16:00:00
44322;75;Calbuco;4;1230;2026-01-21 17:00:00
44323;325;Puerto Montt;937;1046;2026-01-21 18:00:00
44324;382;Quellón;373;684;2026-01-21 19:00:00
44325;150;Calbuco;974;1381;2026-01-21 20:00:00
44326;26;Calbuco;2390;1118;2026-01-21 21:00:00
44327;235;Calbuco;48;1113;2026-01-21 22:00:00
44328;314;Quellón;1341;976;2026-01-21 23:00:00
44329;271;Calbuco;627;1250;2026-01-22 00:00:00
44330;341;Chinquihue;1683;717;2026-01-22 01:00:00
44331;109;Chinquihue;2993;1239;2026-01-22 02:00:00
44332;268;Quellón;1868;892;2026-01-22 03:00:00
44333;133;Puerto Montt;2681;1134;2026-01-22 04:00:00
44334;338;Chinquihue;2027;860;2026-01-22 05:00:00
44335;436;Quellón;1590;1371;2026-01-22 06:00:00
44336;305;Hornopirén;2597;998;2026-01-22 07:00:00
44337;483;Calbuco;3;1045;2026-01-22 08:00:00
44338;434;Puerto Montt;301;881;2026-01-22 09:00:00
44339;165;Chinquihue;1887;999;2026-01-22 10:00:00
44340;2;Quellón;2198;962;2026-01-22 11:00:00
44341;301;Puerto Montt;2382;1308;2026-01-22 12:00:00
44342;323;Quellón;1361;975;2026-01-22 13:00:00
44343;339;Chinquihue;178;688;2026-01-22 14:00:00
44344;91;Puerto Montt;2130;1025;2026-01-22 15:00:00
44345;54;Chinquihue;215;902;2026-01-22 16:00:00
44346;489;Puerto Montt;167;969;2026-01-22 17:00:00
44347;62;Quellón;2135;837;2026-01-22 18:00:00
44348;325;Puerto Montt;550;1201;2026-01-22 19:00:00
44349;118;Quellón;1609;904;2026-01-22 20:00:00
44350;86;Quellón;1109;777;2026-01-22 21:00:00
44351;372;Calbuco;2558;701;2026-01-22 22:00:00
44352;337;Puerto Montt;90;1605;2026-01-22 23:00:00
44353;324;Quellón;2510;741;2026-01-23 00:00:00
44354;394;Quellón;43;1062;2026-01-23 01:00:00
44355;44;Quellón;1935;1167;2026-01-23 02:00:00
44356;294;Puerto Montt;41;600;2026-01-23 03:00:00
44357;236;Calbuco;847;1020;2026-01-23 04:00:00
44358;59;Calbuco;2923;986;2026-01-23 05:00:00
44359;133;Hornopirén;1867;1262;2026-01-23 06:00:00
44360;13;Chinquihue;2127;1114;2026-01-23 07:00:00
44361;344;Quellón;2649;935;2026-01-23 08:00:00
44362;230;Calbuco;2925;811;2026-01-23 09:00:00
44363;207;Hornopirén;697;1181;2026-01-23 10:00:00
44364;87;Calbuco;2904;727;2026-01-23 11:00:00
44365;207;Puerto Montt;1957;1297;2026-01-23 12:00:00
44366;180;Quellón;2573;1510;2026-01-23 13:00:00
